"subject" "activity" "measurement" "mean"
17 "Walking Upstairs" "time-Body-Gyroscope-mean-Y-Axis" -0.0548455941370417
19 "Laying" "time-Body-Gyroscope-mean-Y-Axis" -0.0952628014096386
19 "Sitting" "time-Body-Gyroscope-mean-Y-Axis" -0.0520207886438356
19 "Standing" "time-Body-Gyroscope-mean-Y-Axis" -0.0631429827260274
19 "Walking" "time-Body-Gyroscope-mean-Y-Axis" -0.0751569333730769
19 "Walking Downstairs" "time-Body-Gyroscope-mean-Y-Axis" 0.0274707556666667
19 "Walking Upstairs" "time-Body-Gyroscope-mean-Y-Axis" -0.134514320575
21 "Laying" "time-Body-Gyroscope-mean-Y-Axis" -0.113800486377778
21 "Sitting" "time-Body-Gyroscope-mean-Y-Axis" -0.0653077503317647
21 "Standing" "time-Body-Gyroscope-mean-Y-Axis" -0.0738115865407865
21 "Walking" "time-Body-Gyroscope-mean-Y-Axis" -0.0590294439942308
21 "Walking Downstairs" "time-Body-Gyroscope-mean-Y-Axis" 0.0162145300888889
21 "Walking Upstairs" "time-Body-Gyroscope-mean-Y-Axis" -0.155622431382979
22 "Laying" "time-Body-Gyroscope-mean-Y-Axis" -0.09257231175
22 "Sitting" "time-Body-Gyroscope-mean-Y-Axis" -0.0793617444354839
22 "Standing" "time-Body-Gyroscope-mean-Y-Axis" -0.0690067688269841
22 "Walking" "time-Body-Gyroscope-mean-Y-Axis" -0.0960880731804348
22 "Walking Downstairs" "time-Body-Gyroscope-mean-Y-Axis" -0.0697154455833333
22 "Walking Upstairs" "time-Body-Gyroscope-mean-Y-Axis" -0.181458414495238
23 "Laying" "time-Body-Gyroscope-mean-Y-Axis" -0.105052917
23 "Sitting" "time-Body-Gyroscope-mean-Y-Axis" -0.0684325551029412
23 "Standing" "time-Body-Gyroscope-mean-Y-Axis" -0.0652264793213235
23 "Walking" "time-Body-Gyroscope-mean-Y-Axis" -0.0640197920966102
23 "Walking Downstairs" "time-Body-Gyroscope-mean-Y-Axis" -0.0853077464277778
23 "Walking Upstairs" "time-Body-Gyroscope-mean-Y-Axis" -0.111564389137255
25 "Laying" "time-Body-Gyroscope-mean-Y-Axis" -0.0716401726150685
25 "Sitting" "time-Body-Gyroscope-mean-Y-Axis" -0.0748002714615385
25 "Standing" "time-Body-Gyroscope-mean-Y-Axis" -0.0698876853378378
25 "Walking" "time-Body-Gyroscope-mean-Y-Axis" -0.0820768065347297
25 "Walking Downstairs" "time-Body-Gyroscope-mean-Y-Axis" -0.101115076366897
25 "Walking Upstairs" "time-Body-Gyroscope-mean-Y-Axis" -0.109437658104615
26 "Laying" "time-Body-Gyroscope-mean-Y-Axis" -0.0903229228815789
26 "Sitting" "time-Body-Gyroscope-mean-Y-Axis" -0.0840648503320513
26 "Standing" "time-Body-Gyroscope-mean-Y-Axis" -0.0731385762635135
26 "Walking" "time-Body-Gyroscope-mean-Y-Axis" -0.0841507651508475
26 "Walking Downstairs" "time-Body-Gyroscope-mean-Y-Axis" -0.1003822042168
26 "Walking Upstairs" "time-Body-Gyroscope-mean-Y-Axis" -0.0657601804418182
27 "Laying" "time-Body-Gyroscope-mean-Y-Axis" -0.0957839566891892
27 "Sitting" "time-Body-Gyroscope-mean-Y-Axis" -0.0797345645214286
27 "Standing" "time-Body-Gyroscope-mean-Y-Axis" -0.067507120075
27 "Walking" "time-Body-Gyroscope-mean-Y-Axis" -0.0365348163649123
27 "Walking Downstairs" "time-Body-Gyroscope-mean-Y-Axis" -0.0163131590545455
27 "Walking Upstairs" "time-Body-Gyroscope-mean-Y-Axis" 0.00212499391686275
28 "Laying" "time-Body-Gyroscope-mean-Y-Axis" -0.097448733725
28 "Sitting" "time-Body-Gyroscope-mean-Y-Axis" -0.0673943850555556
28 "Standing" "time-Body-Gyroscope-mean-Y-Axis" -0.0739001646962025
28 "Walking" "time-Body-Gyroscope-mean-Y-Axis" -0.0172822168012963
28 "Walking Downstairs" "time-Body-Gyroscope-mean-Y-Axis" 0.00710564286763044
28 "Walking Upstairs" "time-Body-Gyroscope-mean-Y-Axis" 0.0212250958019608
29 "Laying" "time-Body-Gyroscope-mean-Y-Axis" -0.0761814357028986
29 "Sitting" "time-Body-Gyroscope-mean-Y-Axis" -0.0755797672133333
29 "Standing" "time-Body-Gyroscope-mean-Y-Axis" -0.0721060679123077
29 "Walking" "time-Body-Gyroscope-mean-Y-Axis" -0.081960153154717
29 "Walking Downstairs" "time-Body-Gyroscope-mean-Y-Axis" -0.0851045889895833
29 "Walking Upstairs" "time-Body-Gyroscope-mean-Y-Axis" -0.152328112210204
30 "Laying" "time-Body-Gyroscope-mean-Y-Axis" -0.0761476351714286
30 "Sitting" "time-Body-Gyroscope-mean-Y-Axis" -0.074353558416129
30 "Standing" "time-Body-Gyroscope-mean-Y-Axis" -0.0670334379830509
30 "Walking" "time-Body-Gyroscope-mean-Y-Axis" -0.0649170927338462
30 "Walking Downstairs" "time-Body-Gyroscope-mean-Y-Axis" -0.0693112411951613
30 "Walking Upstairs" "time-Body-Gyroscope-mean-Y-Axis" -0.0779606464676923
1 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.14868943626
1 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0629313811914894
1 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.074800751
1 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0849448173042105
1 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0900850142030612
1 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0583595463981132
3 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.137999561112903
3 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0940113975530769
3 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.0665262054098361
3 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0813485942827586
3 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.123826738353061
3 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0215603697
5 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.159894366942308
5 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0823934451590909
5 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.0690945763946429
5 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0815435495892857
5 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0806559989574468
5 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0424442819489362
6 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.179102058245614
6 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0854346006181818
6 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.0767394745964912
6 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0838808799280702
6 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0870012595210417
6 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0664234025976471
7 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.155920029769231
7 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0259476655145833
7 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.0851045000566038
7 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0641104602035088
7 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.116894769042766
7 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.139217071509804
8 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.13818830737037
8 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0716048809782609
8 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.063688907
8 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0509657915395833
8 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.114143855152368
8 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" -0.0724546025804878
11 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.152019015929825
11 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0761739419056604
11 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.0810588216170213
11 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0843744495507542
11 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.057524457376087
11 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0638054379968518
14 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.149124058235294
14 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0928523607037037
14 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.07904758875
14 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0513222717627119
14 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0353344537555556
14 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" -0.0441381886666667
15 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.113451899791667
15 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0951978083898305
15 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.0761946738773585
15 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0842484921022222
15 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0711758197607143
15 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0911681484547917
16 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.0966210349428571
16 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0795736310463768
16 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.0867342708846154
16 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0818650735686274
16 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0835380057
16 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" -0.00779288021764706
17 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.111440490309859
17 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0860053803375
17 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.0880561869358974
17 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0757132656704918
17 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0162878745776087
17 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0560931358145833
19 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.10860511373494
19 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0968980718168493
19 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.0710520180136986
19 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0798106981923077
19 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.163962510807692
19 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" -0.000233248224999999
21 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.0980906517
21 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0831326042823529
21 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.0864863265393258
21 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0983715930038462
21 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.148610020955556
21 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" -0.00546829763829787
22 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.145003879319444
22 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0804426775241936
22 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.0733466563174603
22 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0775266594847826
22 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0500708760555556
22 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0157359244619048
23 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.111078594708333
23 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0645673209117647
23 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.0816888999117647
23 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.10770045065339
23 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0953602497222222
23 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" -0.0325557522333333
25 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.139718671465753
25 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0852783892769231
25 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.0852685438243243
25 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0867868736891892
25 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0980750249310345
25 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0996227385527692
26 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.152436344328947
26 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0711109471666667
26 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.0776706781351351
26 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0851069247830508
26 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.082221399603
26 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0721458973490909
27 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.118738360783784
27 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0833752812157143
27 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.07168414632375
27 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.118267750196491
27 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.152695027609091
27 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.140129855776471
28 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.09357912315
28 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.087025401375
28 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.0865173111012658
28 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.116065910925926
28 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.138622425584783
28 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.103720987705882
29 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.127411971652174
29 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0580495969166667
29 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.0827583768461538
29 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0856852236188679
29 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0822244074666667
29 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0854318123467347
30 "Laying" "time-Body-Gyroscope-mean-Z-Axis" 0.0938472163142857
30 "Sitting" "time-Body-Gyroscope-mean-Z-Axis" 0.0702002598387097
30 "Standing" "time-Body-Gyroscope-mean-Z-Axis" 0.0802514754237288
30 "Walking" "time-Body-Gyroscope-mean-Z-Axis" 0.0839568239261538
30 "Walking Downstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0895767797064516
30 "Walking Upstairs" "time-Body-Gyroscope-mean-Z-Axis" 0.0814699303289231
1 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.87354386782
1 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.977211283191489
1 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.987191946603774
1 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.473535485894737
1 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.458030542938775
1 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.544871104528302
3 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.974545752096774
3 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.965434768461538
3 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.900462227540984
3 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.571869560172414
3 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.261653414014286
3 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.456039262525424
5 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.979498706538461
5 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.966225485
5 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.910395222321429
5 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.490877497857143
5 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.46064684487234
5 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.443342262340426
6 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.955378225087719
6 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.957367681818182
6 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.947561298596491
6 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.446020952631579
6 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.19830385328125
6 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.321973723647059
7 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.9601268225
7 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.941870953333333
7 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.945247687358491
7 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.503313517017544
7 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.407744096
7 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.363853236862745
8 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.965204017592593
8 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.984524052826087
8 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.972990379814815
8 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.1992097184375
8 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.258430885531579
8 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.367428367219512
11 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.980836884561403
11 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.988164911509434
11 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.980242494680851
11 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.596346930847458
11 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.374069023580435
11 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.501331630185185
14 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.957221015098039
14 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.980829981481481
14 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.9610917615
14 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.60038822220339
14 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.354551638377778
14 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.454283337592593
15 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.957167680694444
15 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.988204115254237
15 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.947790802075472
15 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.329624620185185
15 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.318692525928571
15 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.415251317916667
16 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.977010769857143
16 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.981037373333333
16 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.973400107564103
16 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.654171847058823
16 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.45418847106383
16 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.508087166666667
17 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.975893061830986
17 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.98963832578125
17 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.981373082948718
17 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.47981351295082
17 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.370436868891304
17 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.496562732729167
19 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.981357611445783
19 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.984625306849315
19 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.946109711917808
19 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.0264357957923077
19 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" 0.267657219333333
19 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.4068000325
21 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.975411857555556
21 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.988410501294118
21 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.962514526067416
21 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.432232883846154
21 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.442148617666667
21 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.53190941893617
22 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.956641905833333
22 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.981099172419355
22 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.917837043333333
22 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.318537865869565
22 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.237349190997222
22 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.301491709628571
23 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.981849400972222
23 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.980363734264706
23 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.942011240294118
23 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.494322648644068
23 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.416133032777778
23 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.550664576666667
25 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.889769639726027
25 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.989907584153846
25 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.971357421216216
25 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.401158753783784
25 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.288824754586207
25 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.489011794784615
26 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.990328197763158
26 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.991027700512821
26 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.973785111216216
26 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.492885711355932
26 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.33131291446
26 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.550274396
27 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.988837212162162
27 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.988492425142857
27 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.9699020075
27 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.606860248596491
27 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.363722908386364
27 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.562461004705882
28 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.95516227975
28 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.979671983472222
28 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.884032232405063
28 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.503798624074074
28 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.268106330991304
28 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.518818227843137
29 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.994276591304348
29 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.990178704833333
29 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.977994819846154
29 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.598868670943396
29 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.282077257508333
29 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.323904731622449
30 "Laying" "time-Body-Gyroscope-std-X-Axis" -0.973662822428571
30 "Sitting" "time-Body-Gyroscope-std-X-Axis" -0.988132669516129
30 "Standing" "time-Body-Gyroscope-std-X-Axis" -0.911408517966102
30 "Walking" "time-Body-Gyroscope-std-X-Axis" -0.387920593846154
30 "Walking Downstairs" "time-Body-Gyroscope-std-X-Axis" -0.265923160895161
30 "Walking Upstairs" "time-Body-Gyroscope-std-X-Axis" -0.493837520761538
1 "Laying" "time-Body-Gyroscope-std-Y-Axis" -0.9510904402
1 "Sitting" "time-Body-Gyroscope-std-Y-Axis" -0.966473895319149
1 "Standing" "time-Body-Gyroscope-std-Y-Axis" -0.98773444
1 "Walking" "time-Body-Gyroscope-std-Y-Axis" -0.0546077686594737
1 "Walking Downstairs" "time-Body-Gyroscope-std-Y-Axis" -0.126349194938775
1 "Walking Upstairs" "time-Body-Gyroscope-std-Y-Axis" 0.00410518379811321
3 "Laying" "time-Body-Gyroscope-std-Y-Axis" -0.977272653709677
3 "Sitting" "time-Body-Gyroscope-std-Y-Axis" -0.944854571346154
3 "Standing" "time-Body-Gyroscope-std-Y-Axis" -0.927788618196721
3 "Walking" "time-Body-Gyroscope-std-Y-Axis" -0.563793260172414
3 "Walking Downstairs" "time-Body-Gyroscope-std-Y-Axis" -0.546740387959184
3 "Walking Upstairs" "time-Body-Gyroscope-std-Y-Axis" -0.582742845932203
5 "Laying" "time-Body-Gyroscope-std-Y-Axis" -0.977427370576923
5 "Sitting" "time-Body-Gyroscope-std-Y-Axis" -0.950064068181818
5 "Standing" "time-Body-Gyroscope-std-Y-Axis" -0.933738104107143
5 "Walking" "time-Body-Gyroscope-std-Y-Axis" -0.504622029821429
5 "Walking Downstairs" "time-Body-Gyroscope-std-Y-Axis" -0.409134149148936
5 "Walking Upstairs" "time-Body-Gyroscope-std-Y-Axis" -0.440345826382979
6 "Laying" "time-Body-Gyroscope-std-Y-Axis" -0.943634949473684
6 "Sitting" "time-Body-Gyroscope-std-Y-Axis" -0.944130044727273
6 "Standing" "time-Body-Gyroscope-std-Y-Axis" -0.94248658631579
6 "Walking" "time-Body-Gyroscope-std-Y-Axis" -0.331702267894737
6 "Walking Downstairs" "time-Body-Gyroscope-std-Y-Axis" -0.18922957
6 "Walking Upstairs" "time-Body-Gyroscope-std-Y-Axis" -0.315799901607843
7 "Laying" "time-Body-Gyroscope-std-Y-Axis" -0.945071935384615
7 "Sitting" "time-Body-Gyroscope-std-Y-Axis" -0.944124336458333
7 "Standing" "time-Body-Gyroscope-std-Y-Axis" -0.949646946792453
7 "Walking" "time-Body-Gyroscope-std-Y-Axis" -0.23109830545614
7 "Walking Downstairs" "time-Body-Gyroscope-std-Y-Axis" -0.29262613606383
7 "Walking Upstairs" "time-Body-Gyroscope-std-Y-Axis" -0.572996820784314
8 "Laying" "time-Body-Gyroscope-std-Y-Axis" -0.952039385740741
8 "Sitting" "time-Body-Gyroscope-std-Y-Axis" -0.97150069673913
8 "Standing" "time-Body-Gyroscope-std-Y-Axis" -0.969421045555556
8 "Walking" "time-Body-Gyroscope-std-Y-Axis" -0.2119972775
